133.0,23/08/2022,11.61958333333333
133.0,24/08/2022,11.192499999999995
133.0,25/08/2022,10.179374999999991
133.0,26/08/2022,9.444583333333338
133.0,27/08/2022,20.402291666666663
133.0,28/08/2022,46.96104166666666
133.0,29/08/2022,55.86666666666667
133.0,30/08/2022,57.099791666666675
133.0,31/08/2022,51.170625
133.0,01/09/2022,38.46208333333335
133.0,02/09/2022,29.551250000000007
133.0,03/09/2022,23.644999999999982
133.0,04/09/2022,22.10604166666666
133.0,05/09/2022,30.935416666666658
133.0,06/09/2022,25.370624999999976
133.0,07/09/2022,22.11
